,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified
0,586069557,author_id: 586069557,coversation_id: 746022754412003328,746022754412003328,2016-12-26T23:14:44.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 26, 'username': 'strongerin', 'id': '764125817618178048'}, {'start': 27, 'end': 40, 'username': 'Open_Britain', 'id': '1019995417315106816'}]",813523468260175874,id: 813523468260175874,103065157,en,0,0,0,0,"[{'type': 'replied_to', 'id': '746022754412003328'}]",everyone,Twitter for iPhone,@David_Cameron @strongerin @Open_Britain cychhhh uh ghggc hcy,2012-05-20T20:56:46.000Z,Sylwebydd Rygbi BBC Cymru -fy marn personol yn unig ac nid y BBC fydd yma. BBC Rugby Commentator my personal opinion not the BBC's will appear here,586069557,Cennydd Davies,1760,1310,17,2608,CennyddDavies,False
1,746080995888275460,author_id: 746080995888275460,coversation_id: 746022754412003328,746022754412003328,2016-08-03T10:51:51.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 26, 'username': 'strongerin', 'id': '764125817618178048'}]",760790277099393024,id: 760790277099393024,103065157,en,0,0,0,0,"[{'type': 'replied_to', 'id': '746022754412003328'}]",everyone,Twitter for Android,"@David_Cameron @StrongerIn one world way not for idiot minister in malaysia,harry(orang kaya dunia)tel no&lt;&gt;0146343476.",2016-06-23T20:42:25.000Z,,746080995888275460,Ismail@harry ong.,281,3141,1,1163,Ismailharryong2,False
2,746080995888275460,author_id: 746080995888275460,coversation_id: 746022754412003328,746022754412003328,2016-07-15T14:34:50.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 26, 'username': 'strongerin', 'id': '764125817618178048'}]",753961024437391361,id: 753961024437391361,103065157,in,0,0,0,0,"[{'type': 'replied_to', 'id': '746022754412003328'}]",everyone,Twitter for Android,"@David_Cameron @StrongerIn.
Help for fund.
For sale rm70 juta/million at klang selangor malaysia harryeyeonmalaysia. https://t.co/Me4qqbLfgV",2016-06-23T20:42:25.000Z,,746080995888275460,Ismail@harry ong.,281,3141,1,1163,Ismailharryong2,False
3,746080995888275460,author_id: 746080995888275460,coversation_id: 746022754412003328,746022754412003328,2016-06-24T05:54:43.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 26, 'username': 'strongerin', 'id': '764125817618178048'}]",746219985974894592,id: 746219985974894592,103065157,und,0,0,0,0,"[{'type': 'replied_to', 'id': '746022754412003328'}]",everyone,Twitter for Android,@David_Cameron @StrongerIn,2016-06-23T20:42:25.000Z,,746080995888275460,Ismail@harry ong.,281,3141,1,1163,Ismailharryong2,False
4,2236770089,author_id: 2236770089,coversation_id: 746022754412003328,746022754412003328,2016-07-02T15:16:27.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 27, 'username': 'ChloeLancky', 'id': '260791717'}, {'start': 49, 'end': 55, 'username': 'alt_J', 'id': '301931359'}]",749260454032207872,id: 749260454032207872,103065157,en,3,0,0,0,"[{'type': 'replied_to', 'id': '746022754412003328'}]",everyone,Twitter for iPhone,@David_Cameron @ChloeLancky @ellie__webster when @alt_J and David Cameron colab🔥🔥,2013-12-21T17:48:18.000Z,Munter S Thompson,2236770089,mia,827,725,2,4909,MIAROSBORNE,False
5,296991343,author_id: 296991343,coversation_id: 746022754412003328,746022754412003328,2016-06-30T08:07:44.000Z,"[{'start': 1, 'end': 15, 'username': 'David_Cameron', 'id': '103065157'}]",748427787325833217,id: 748427787325833217,103065157,en,0,0,0,1,"[{'type': 'replied_to', 'id': '746022754412003328'}]",everyone,Twitter for iPhone,".@David_Cameron don't take us for granted. #projectfarce. You have unleashed hatred, fear &amp; revolt. The middle classes are betrayed. UK RIP",2011-05-11T18:56:35.000Z,"Spearheading growth & innovation in mobile. Bridging gap between IT & Telecoms. Trusted advisor to CXO's. Family man, enjoy sports and mountains. Own opinions.",296991343,Ian Ginn #FBPPR #FBPE 🇪🇺🇬🇧🇩🇪 3.5%,2757,5001,85,71627,ifg007,False
6,2355277091,author_id: 2355277091,coversation_id: 746022754412003328,746022754412003328,2016-06-30T02:30:20.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 25, 'end': 36, 'username': 'strongerin', 'id': '764125817618178048'}]",748342878762598402,id: 748342878762598402,103065157,en,0,0,0,2,"[{'type': 'replied_to', 'id': '746022754412003328'}]",everyone,Twitter for Android,@David_Cameron @scrabbmp @StrongerIn You didn't though. Wholly negative. What a storm you and #Borisjohnson have caused. #Careerists,2014-02-20T21:43:11.000Z,"I tell it like I see it. 🙄 Travel, Ancient history, Italophile, Cynic. Politics, Art. #FBPE #ProEU. Usually aghast, often incredulous, sometimes speechless.",2355277091,YoungWing,2655,2833,18,19477,mywonderfulbest,False
7,25873465,author_id: 25873465,coversation_id: 746022754412003328,746022754412003328,2016-06-29T22:10:34.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 25, 'username': 'iVoteStay', 'id': '821522081233928194'}, {'start': 26, 'end': 37, 'username': 'strongerin', 'id': '764125817618178048'}]",748277506722111488,id: 748277506722111488,103065157,en,0,0,0,0,"[{'type': 'replied_to', 'id': '746022754412003328'}]",everyone,Twitter for Android,@David_Cameron @iVoteStay @StrongerIn  and you Mr Cameron have sold us out! Shame on you!,2009-03-22T20:25:22.000Z,Socialist. Retired School Business Manager. Bowie is God. Chelsea Supporter since 1960s. Wine and Gin Drinker. European. Happy disposition. Proud to be 'woke'.,25873465,Julie Ambrose 💙,2791,3046,7,62686,AmbroseTwit,False
8,2709189218,author_id: 2709189218,coversation_id: 746022754412003328,746022754412003328,2016-06-29T21:15:31.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 25, 'end': 36, 'username': 'strongerin', 'id': '764125817618178048'}]",748263651585462273,id: 748263651585462273,103065157,en,0,0,0,0,"[{'type': 'replied_to', 'id': '746022754412003328'}]",everyone,Twitter for iPhone,@David_Cameron @scrabbmp @StrongerIn your outburst against Corbyn was rude &amp; embarrassing &amp; I am a Tory (or was before your lefty policies),2014-08-05T12:25:11.000Z,Political and current affairs commentator and strategist; comments often with sense of fun and self deprecating humour .Chelsea supporter.,2709189218,Martin Harris,52,136,1,2101,kremlinview,False
9,2295881880,author_id: 2295881880,coversation_id: 746022754412003328,746022754412003328,2016-06-29T01:09:43.000Z,"[{'start': 8, 'end': 22, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 23, 'end': 34, 'username': 'strongerin', 'id': '764125817618178048'}]",747960202427830272,id: 747960202427830272,27846808,en,0,0,0,1,"[{'type': 'replied_to', 'id': '746024854206447616'}]",everyone,Twitter Web Client,@antp73 @David_Cameron @StrongerIn  They are the most absolutely disgusting people trying to enter the UK THAT YES WILL BECOME STRONGER IN.,2014-01-17T10:21:30.000Z,I am as close to Christianity as I can get as an Atheist. I love you.,2295881880,Raaartickle50,406,438,19,35352,raterosie,False
